Level,Item,Description,Revision,Type,Status,Engineering Item,Item Seq,Op Seq,Alternate,Engineering Bill,Comments,UOM,Basis,Quantity,Planning %,Yield,Extended Quantity,Effectivity Control,From,To,From Date,To Date,Disabled,Implemented,ECO,Supply Type,Subinventory,Locator,Costed,Unit Cost,Extended Quantity,Extended Cost,Operation Seq,Manufacturing,Offset,Cumulative Manufacuturing,Cumulative Total,Optional,Mutually Exclusive,ATP,Min Qty,Max Qty,Sales Order Basis,Shippable,Include on Ship Docs,Required To Ship,Required For Revenue
3,WQCAFA9065,"NonReturnValve, SO, BODY: CPVC, TRIM: CPVC, VALVE ENDS: SOCKET END SUIT TO ASTM STD. PIPE, PRESSURE RATING: PN10, SIZE: 1""",0,Finished good,Active,,5,1,,,,NOS,Item,3,100,1,3,Date,,,2025-01-27,,,*,WVO-766910,Push,,,,,3,,1,90,,,,,,,,,None,*,,,
2,-  W630414F03,BALL VALVES,1,SOS Dummy,Active,,2,1,,,,LOT,Item,1,100,1,1,Date,,,2025-01-31,,,*,WVO-767197,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WQCAFA9066,"BallValve, MANUAL, BODY: ASTM A351 CF8M, TRIM: BALL: SS316, STEM: SS316, SEAT: PTFE, VALVE ENDS: FLANGED END AS PER ASME B16.5, 150#, RF, 3.2/6.3 RA, PRESSURE RATING: 150#, SIZE: 1""",0,Finished good,Active,,1,1,,,,NOS,Item,35,100,1,35,Date,,,2025-01-31,,,*,WVO-767197,Push,,,,,35,,1,90,,,,,,,,,None,*,,,
3,WQCAFA9067,"BallValve, MANUAL, BODY: ASTM A351 CF8M, TRIM: BALL: SS316, STEM: SS316, SEAT: PTFE, VALVE ENDS: FLANGED END AS PER ASME B16.5, 150#, RF, 3.2/6.3 RA, PRESSURE RATING: 150#, SIZE: 1/2""",0,Finished good,Active,,2,1,,,,NOS,Item,22,100,1,22,Date,,,2025-01-31,,,*,WVO-767197,Push,,,,,22,,1,90,,,,,,,,,None,*,,,
3,WQCAFA9068,"BallValve, MANUAL, BODY: ASTM A351 CF8M, TRIM: BALL: SS316, STEM: SS316, SEAT: PTFE, VALVE ENDS: FLANGED END AS PER ASME B16.5, 150#, RF, 3.2/6.3 RA, PRESSURE RATING: 150#, SIZE: 2""",0,Finished good,Active,,3,1,,,,NOS,Item,8,100,1,8,Date,,,2025-01-31,,,*,WVO-767197,Push,,,,,8,,1,90,,,,,,,,,None,*,,,
3,WQCAFA9069,"BallValve, MANUAL, BODY: ASTM A216 GR. WCB, TRIM: BALL: 13% CR. STEEL / HFS, STEM: SS410: SEAT: EPDM, VALVE ENDS: FLANGED END AS PER ASME B16.5, 150#, FF, 3.2/6.3 RA, PRESSURE RATING: 150#, SIZE: 3""",0,Finished good,Active,,4,1,,,,NOS,Item,2,100,1,2,Date,,,2025-01-31,,,*,WVO-767197,Push,,,,,2,,1,90,,,,,,,,,None,*,,,
3,WQCAFA9070,"BallValve, MANUAL, BODY: ASTM A216 GR. WCB, TRIM: BALL: 13% CR. STEEL / HFS, STEM: SS410: SEAT: EPDM, VALVE ENDS: FLANGED END AS PER ASME B16.5, 150#, FF, 3.2/6.3 RA, PRESSURE RATING: 150#, SIZE: 3/4""",0,Finished good,Active,,5,1,,,,NOS,Item,2,100,1,2,Date,,,2025-01-31,,,*,WVO-767197,Push,,,,,2,,1,90,,,,,,,,,None,*,,,
3,WQCAFA9071,"BallValve, MANUAL, BODY: ASTM A351 CF8M, TRIM: BALL: SS316, STEM: SS316, SEAT: PTFE, VALVE ENDS: FLANGED END AS PER ASME B16.5, 150#, RF, 3.2/6.3 RA, PRESSURE RATING: 150#, SIZE: 3/4""",0,Finished good,Active,,6,1,,,,NOS,Item,23,100,1,23,Date,,,2025-01-31,,,*,WVO-767197,Push,,,,,23,,1,90,,,,,,,,,None,*,,,
2,-  W630414F04,BUTTERFLY VALVES,1,SOS Dummy,Active,,3,1,,,,LOT,Item,1,100,1,1,Date,,,2025-01-31,,,*,WVO-767199,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WQCABA1409,"ButterflyValve, MANUAL, BODY: ASTM A216 GR. WCB, TRIM: DISC: SS316, STEM: SS316, SEAT: EPDM, VALVE ENDS: WAFER TYPE SUIT TO ASME B16.5, 150# FLANGES, PRESSURE RATING: PN10, SIZE: 2""",0,Finished good,Active,,1,1,,,,NOS,Item,2,100,1,2,Date,,,2025-01-31,,,*,WVO-767199,Push,,,,,2,,1,90,,,,,,,,,None,*,,,
3,WQCABA1410,"ButterflyValve, MANUAL, BODY: ASTM A216 GR. WCB, TRIM: DISC: SS316, STEM: SS316, SEAT: EPDM, VALVE ENDS: WAFER TYPE SUIT TO ASME B16.5, 150# FLANGES, PRESSURE RATING: PN10, SIZE: 3""",0,Finished good,Active,,2,1,,,,NOS,Item,3,100,1,3,Date,,,2025-01-31,,,*,WVO-767199,Push,,,,,3,,1,90,,,,,,,,,None,*,,,
3,WQCABA1411,"ButterflyValve, MANUAL, BODY: ASTM A216 GR. WCB, TRIM: DISC: ASTM A351 CF3, STEM: SS304L, SEAT: EPDM, VALVE ENDS: WAFER TYPE SUIT TO ASME B16.5, 150# FLANGES, PRESSURE RATING: PN10, SIZE: 3""",0,Finished good,Active,,3,1,,,,NOS,Item,1,100,1,1,Date,,,2025-01-31,,,*,WVO-767199,Push,,,,,1,,1,90,,,,,,,,,None,*,,,
3,WQCABA1412,"ButterflyValve, MANUAL, BODY: ASTM A216 GR. WCB, TRIM: DISC: SS316, STEM: SS316, SEAT: EPDM, VALVE ENDS: WAFER TYPE SUIT TO ASME B16.5, 150# FLANGES, PRESSURE RATING: PN10, SIZE: 4""",0,Finished good,Active,,4,1,,,,NOS,Item,4,100,1,4,Date,,,2025-01-31,,,*,WVO-767199,Push,,,,,4,,1,90,,,,,,,,,None,*,,,
3,WQCABA1413,"ButterflyValve, MANUAL, BODY: ASTM A216 GR. WCB, TRIM: DISC: SS316, STEM: SS316, SEAT: EPDM, VALVE ENDS: WAFER TYPE SUIT TO ASME B16.5, 150# FLANGES, PRESSURE RATING: PN10, SIZE: 6""",0,Finished good,Active,,5,1,,,,NOS,Item,11,100,1,11,Date,,,2025-01-31,,,*,WVO-767199,Push,,,,,11,,1,90,,,,,,,,,None,*,,,
3,WQCABA1414,"ButterflyValve, MANUAL, BODY: ASTM A216 GR. WCB, TRIM: DISC: SS316, STEM: SS316, SEAT: EPDM, VALVE ENDS: WAFER TYPE SUIT TO ASME B16.5, 150# FLANGES, PRESSURE RATING: PN10, SIZE: 8""",0,Finished good,Active,,6,1,,,,NOS,Item,1,100,1,1,Date,,,2025-01-31,,,*,WVO-767199,Push,,,,,1,,1,90,,,,,,,,,None,*,,,
3,WQCABA1415,"AutoButterflyValve, SAFCATO, BODY: ASTM A216 GR. WCB, TRIM: DISC: SS316, STEM: SS316, SEAT: EPDM, VALVE ENDS: WAFER TYPE SUIT TO ASME B16.5, 150# FLANGES, PRESSURE RATING: PN10, SIZE: 2""",0,Finished good,Active,,7,1,,,,NOS,Item,4,100,1,4,Date,,,2025-01-31,,,*,WVO-767199,Push,,,,,4,,1,90,,,,,,,,,None,*,,,
3,WQCABA1416,"AutoButterflyValve, SAFCATO, BODY: ASTM A216 GR. WCB, TRIM: DISC: CA15, STEM: SS410, SEAT: EPDM, VALVE ENDS: WAFER TYPE SUIT TO ASME B16.5, 150# FLANGES, PRESSURE RATING: PN10, SIZE: 2""",0,Finished good,Active,,8,1,,,,NOS,Item,3,100,1,3,Date,,,2025-01-31,,,*,WVO-767199,Push,,,,,3,,1,90,,,,,,,,,None,*,,,
3,WQCABA1417,"AutoButterflyValve, SAFCATO, BODY: ASTM A216 GR. WCB, TRIM: DISC: SS316, STEM: SS316, SEAT: EPDM, VALVE ENDS: WAFER TYPE SUIT TO ASME B16.5, 150# FLANGES, PRESSURE RATING: PN10, SIZE: 3""",0,Finished good,Active,,9,1,,,,NOS,Item,3,100,1,3,Date,,,2025-01-31,,,*,WVO-767199,Push,,,,,3,,1,90,,,,,,,,,None,*,,,
3,WQCABA1418,"AutoButterflyValve, SAFCATO, BODY: ASTM A216 GR. WCB, TRIM: DISC: SS316, STEM: SS316, SEAT: EPDM, VALVE ENDS: WAFER TYPE SUIT TO ASME B16.5, 150# FLANGES, PRESSURE RATING: PN10, SIZE: 6""",0,Finished good,Active,,10,1,,,,NOS,Item,6,100,1,6,Date,,,2025-01-31,,,*,WVO-767199,Push,,,,,6,,1,90,,,,,,,,,None,*,,,
3,WQCABA1419,"AutoButterflyValve, SAFOATC, BODY: ASTM A216 GR. WCB, TRIM: DISC: SS316, STEM: SS316, SEAT: EPDM, VALVE ENDS: WAFER TYPE SUIT TO ASME B16.5, 150# FLANGES, PRESSURE RATING: PN10, SIZE: 3""",0,Finished good,Active,,11,1,,,,NOS,Item,3,100,1,3,Date,,,2025-01-31,,,*,WVO-767199,Push,,,,,3,,1,90,,,,,,,,,None,*,,,
3,WQCABA1420,"AutoButterflyValve, SAFOATC, BODY: ASTM A216 GR. WCB, TRIM: DISC: SS316, STEM: SS316, SEAT: EPDM, VALVE ENDS: WAFER TYPE SUIT TO ASME B16.5, 150# FLANGES, PRESSURE RATING: PN10, SIZE: 6""",0,Finished good,Active,,12,1,,,,NOS,Item,6,100,1,6,Date,,,2025-01-31,,,*,WVO-767199,Push,,,,,6,,1,90,,,,,,,,,None,*,,,
2,-  W630414F05,CHECK VALVES,1,SOS Dummy,Active,,4,1,,,,LOT,Item,1,100,1,1,Date,,,2025-01-31,,,*,WVO-767201,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WQCANA1037,"NonReturnValve, SO, BODY: ASTM A182 F316, TRIM: SS316, VALVE ENDS: SOCKET WELDED END, PRESSURE RATING: 800#, SIZE: 1""",0,Finished good,Active,,1,1,,,,NOS,Item,6,100,1,6,Date,,,2025-01-31,,,*,WVO-767201,Push,,,,,6,,1,90,,,,,,,,,None,*,,,
3,WQCANA1038,"NonReturnValve, SO, BODY: ASTM A216 GR. WCB, TRIM: DISC: CA15, SEAT: EPDM, VALVE ENDS: FLANGED END AS PER ASME B16.5, 150#, FF, 3.2/6.3 RA, PRESSURE RATING: 150#, SIZE: 2""",0,Finished good,Active,,2,1,,,,NOS,Item,3,100,1,3,Date,,,2025-01-31,,,*,WVO-767201,Push,,,,,3,,1,90,,,,,,,,,None,*,,,
2,-  W630414F06,PRESSURE SAFETY VALVE,1,SOS Dummy,Active,,5,1,,,,LOT,Item,1,100,1,1,Date,,,2025-01-31,,,*,WVO-767204,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WQCAFA9072,"PressureSafetyValve, SO, BODY: ASTM A351 CF8M, TRIM: SS316, VALVE ENDS: FLANGED END AS PER ASME B16.5, 150#, RF, 3.2/6.3 RA, PRESSURE RATING: 150#, SIZE: 1""(INLET) - 2""(OUTLET)",0,Finished good,Active,,1,1,,,,NOS,Item,3,100,1,3,Date,,,2025-01-31,,,*,WVO-767204,Push,,,,,3,,1,90,,,,,,,,,None,*,,,
2,-  W630414F07,BALL VALVE - LOT 2,1,SOS Dummy,Active,,6,1,,,,LOT,Item,1,100,1,1,Date,,,2025-02-21,,,*,WVO-768080,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WQCAFA9073,"BallValve, MANUAL, BODY: ASTM A216 GR. WCB, TRIM: BALL: 13% CR. STEEL / HFS, STEM: SS410: SEAT: PTFE, VALVE ENDS: FLANGED END AS PER ASME B16.5, 150#, FF, 3.2/6.3 RA, PRESSURE RATING: 150#, SIZE: 1/2""",0,Finished good,Active,,1,1,,,,NOS,Item,7,100,1,7,Date,,,2025-02-21,,,*,WVO-768080,Push,,,,,7,,1,90,,,,,,,,,None,*,,,
3,WQCAFA9074,"BallValve, MANUAL, BODY: ASTM A216 GR. WCB, TRIM: BALL: 13% CR. STEEL / HFS, STEM: SS410: SEAT: PTFE, VALVE ENDS: FLANGED END AS PER ASME B16.5, 150#, FF, 3.2/6.3 RA, PRESSURE RATING: 150#, SIZE: 1""",0,Finished good,Active,,2,1,,,,NOS,Item,3,100,1,3,Date,,,2025-02-21,,,*,WVO-768080,Push,,,,,3,,1,90,,,,,,,,,None,*,,,
2,-  W630414F08,PRESSURE CONTROL VALVE,1,SOS Dummy,Active,,7,1,,,,LOT,Item,1,100,1,1,Date,,,2025-03-12,,,*,WVO-768776,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WQCAFA9079,"PressureControlValve, SO, BODY: ASTM A216 GR. WCB, TRIM: 13% CR. STEEL, VALVE ENDS: FLANGED END AS PER ASME B16.5, 150#, FF, 3.2/6.3 RA, PRESSURE RATING: 150#",0,Finished good,Active,,1,1,,,,NOS,Item,1,100,1,1,Date,,,2025-03-12,,,*,WVO-768776,Push,,,,,1,,1,90,,,,,,,,,None,*,,,
2,-  W000630414VT0101,"SOS, for Valves Metallic_Motorised",1,SOS Dummy,Active,,8,1,,,,LOT,Item,1,100,1,1,Date,,,2025-08-29,,,*,WVO-775119,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,W444460001,"Motorized Knife Edge Valve, Vlt-415 vAC, 50 Hz, Act Make-AUMA, Pr Rating-150CL, Make - Jash, Body-Cast Iron, Gate-SS304, Seat-Integral Body Seat, Lugged to suit B16.5 150 CL, Size-200NB",0,XX_TMX_EW_MRP_Planned_Item,Active,,1,1,,,,NOS,Item,3,100,1,3,Date,,,2025-08-29,,,*,WVO-775119,Push,,,,,3,,1,,,,,,,,,,None,*,,,
3,W444460002,"Motorized Knife Edge Valve, Vlt-415 vAC, 50 Hz, Act Make-AUMA, Pr Rating-150CL, Make - Jash, Body-SS304, Gate-SS304, Seat-Integral Body Seat, Lugged to suit B16.5 150 CL, Size-200NB",0,XX_TMX_EW_MRP_Planned_Item,Active,,2,1,,,,NOS,Item,1,100,1,1,Date,,,2025-08-29,,,*,WVO-775119,Push,,,,,1,,1,,,,,,,,,,None,*,,,
2,-  W000630414VT0102,"SOS, for Valves Metallic_Motorised",1,SOS Dummy,Active,,9,1,,,,LOT,Item,1,100,1,1,Date,,,2025-09-12,,,*,WVO-775652,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,W444460004,"Motorized Knife Edge Valve, Vlt-415 vAC, 50 Hz, Act Make-Cair, Pr Rating-150CL, TBD, Body-Cast Iron, Gate-SS304, Seat-Integral Body Seat, Lugged to suit B16.5 150 CL, Size-150NB",0,XX_TMX_EW_MRP_Planned_Item,Active,,1,1,,,,NOS,Item,3,100,1,3,Date,,,2025-09-12,,,*,WVO-775652,Push,,,,,3,,1,,,,,,,,,,None,*,,,
3,W444460005,"Motorized Knife Edge Valve, Vlt-415 vAC, 50 Hz, Act Make-Cair, Pr Rating-150CL, TBD, Body-Cast Iron, Gate-SS304, Seat-Integral Body Seat, Lugged to suit B16.5 150 CL, Size-200NB",0,XX_TMX_EW_MRP_Planned_Item,Active,,2,1,,,,NOS,Item,1,100,1,1,Date,,,2025-09-12,,,*,WVO-775652,Push,,,,,1,,1,,,,,,,,,,None,*,,,
1,-  W630414N01,"PIPING, DUCTING, PUDDLE PIPES, GASKETS/HARDWARE FOR PIPING",25,SOS Dummy,Active,,8,1,,,,LOT,Item,1,100,1,1,Date,,,2025-02-05,,,*,WVO-767427,Push,,,,,1,,1,,,,,,,,,,None,,,,
2,-  W630414N02,CPVC PIPING BOM,1,SOS Dummy,Active,,1,1,,,,LOT,Item,1,100,1,1,Date,,,2025-02-05,,,*,WVO-767427,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WQASA3011,"PIPE,CPVC;  ASTM F 441,SCH 40, PE; 40NB""",0,Finished good,Active,,1,1,,,,MTR,Item,5,100,1,5,Date,,,2025-02-05,,,*,WVO-767427,Push,,,,,5,,1,90,,,,,,,,,None,*,,,
3,WQASA3010,"PIPE,CPVC;  ASTM F 441,SCH 40, PE; 25NB""",0,Finished good,Active,,2,1,,,,MTR,Item,55,100,1,55,Date,,,2025-02-05,,,*,WVO-767427,Push,,,,,55,,1,90,,,,,,,,,None,*,,,
3,WQASA3007,"PIPE,CPVC;  ASTM F 441,SCH 40, PE; 15NB""",0,Finished good,Active,,3,1,,,,MTR,Item,15,100,1,15,Date,,,2025-02-05,,,*,WVO-767427,Push,,,,,15,,1,90,,,,,,,,,None,*,,,
3,WQASA3009,"IPG : ORDER IDENTIFIER PIPE,CPVC; GF MAKE,ASTM F441,SCH 80; PIPE,CPVC;  ASTM F 441,SCH 40, PE; 20NB""",0,Finished good,Active,,4,1,,,,MTR,Item,5,100,1,5,Date,,,2025-02-05,,,*,WVO-767427,Push,,,,,5,,1,90,,,,,,,,,None,*,,,
3,WQABNA3037,"ELBOW 90DEG,CPVC,SOLVENT CEMENT SOCKET END, SCH 80, ASTM F439; 1-1/2""",0,Finished good,Active,,5,1,,,,NOS,Item,8,100,1,8,Date,,,2025-02-05,,,*,WVO-767427,Push,,,,,8,,1,90,,,,,,,,,None,*,,,
3,WQABNA3036,"ELBOW 90DEG,CPVC,SOLVENT CEMENT SOCKET END, SCH 80, ASTM F439; 1""",0,Finished good,Active,,6,1,,,,NOS,Item,30,100,1,30,Date,,,2025-02-05,,,*,WVO-767427,Push,,,,,30,,1,90,,,,,,,,,None,*,,,
3,WQABNA3035,"ELBOW 90DEG,CPVC,SOLVENT CEMENT SOCKET END, SCH 80, ASTM F439; 1/2""",0,Finished good,Active,,7,1,,,,NOS,Item,17,100,1,17,Date,,,2025-02-05,,,*,WVO-767427,Push,,,,,17,,1,90,,,,,,,,,None,*,,,
3,WQABNA3046,"ELBOW 90DEG,CPVC,SOLVENT CEMENT SOCKET END, SCH 80, ASTM F439; 3/4""",0,Finished good,Active,,8,1,,,,NOS,Item,3,100,1,3,Date,,,2025-02-05,,,*,WVO-767427,Push,,,,,3,,1,90,,,,,,,,,None,*,,,
3,WQACNA3008,"ELBOW 45DEG,CPVC;ASTM F439,SCH 80 (SxS); 1"" (25NB)",0,Finished good,Active,,9,1,,,,NOS,Item,4,100,1,4,Date,,,2025-02-05,,,*,WVO-767427,Push,,,,,4,,1,90,,,,,,,,,None,*,,,
3,WQAFNA3031,"REDUCING BUSH,CPVC,SOLVENT CEMENT SOCKET END, SCH 80, ASTM F439; 1-1/2"" X 1""",0,Finished good,Active,,10,1,,,,NOS,Item,4,100,1,4,Date,,,2025-02-05,,,*,WVO-767427,Push,,,,,4,,1,90,,,,,,,,,None,*,,,
3,WQAFNA3034,"REDUCING BUSH,UPVC,SOLVENT CEMENT SOCKET END, SCH 80, ASTM F439; 1"" X 1/2""",0,Finished good,Active,,11,1,,,,NOS,Item,8,100,1,8,Date,,,2025-02-05,,,*,WVO-767427,Push,,,,,8,,1,90,,,,,,,,,None,*,,,
3,WQAFNA3037,"REDUCING BUSH,CPVC,SOLVENT CEMENT SOCKET END, SCH 80, ASTM F439; 1"" X 3/4""",0,Finished good,Active,,12,1,,,,NOS,Item,4,100,1,4,Date,,,2025-02-05,,,*,WVO-767427,Push,,,,,4,,1,90,,,,,,,,,None,*,,,
3,WQAFNA3062,"REDUCING BUSH,CPVC,SOLVENT CEMENT SOCKET END, SCH 80, ASTM F439; 2"" X 3/4""",0,Finished good,Active,,13,1,,,,NOS,Item,4,100,1,4,Date,,,2025-02-05,,,*,WVO-767427,Push,,,,,4,,1,90,,,,,,,,,None,*,,,
3,WQAS1A7005,"CPVC VANSTONE FLANGE DRILLING AS PER ANSI B16.5, 150#, 1-1/2""",0,Finished good,Active,,14,1,,,,NOS,Item,3,100,1,3,Date,,,2025-02-05,,,*,WVO-767427,Push,,,,,3,,1,90,,,,,,,,,None,*,,,
3,WQAS1A7013,"CPVC VANSTONE FLANGE DRILLING AS PER ANSI B16.5, 150#, 1""",0,Finished good,Active,,15,1,,,,NOS,Item,18,100,1,18,Date,,,2025-02-05,,,*,WVO-767427,Push,,,,,18,,1,90,,,,,,,,,None,*,,,
3,WQAS1A7015,"CPVC VANSTONE FLANGE DRILLING AS PER ANSI B16.5, 150#, 1/2""",0,Finished good,Active,,16,1,,,,NOS,Item,6,100,1,6,Date,,,2025-02-05,,,*,WVO-767427,Push,,,,,6,,1,90,,,,,,,,,None,*,,,
3,WQAS1A7104,"CPVC VANSTONE FLANGE DRILLING AS PER ANSI B16.5, 300#, 2""",0,Finished good,Active,,17,1,,,,NOS,Item,2,100,1,2,Date,,,2025-02-05,,,*,WVO-767427,Push,,,,,2,,1,90,,,,,,,,,None,*,,,
3,WPYBAA1017,"SPECTACLE BLIND (FIG 8),POLYPROPELENE,CL150 ASME B16.48 25NB",0,Finished good,Active,,18,1,,,,NOS,Item,5,100,1,5,Date,,,2025-02-05,,,*,WVO-767427,Push,,,,,5,,1,60,,,,,,,,,None,*,,,
3,WQADNA3014,"TEE EQUAL,CPVC,SOLVENT CEMENT SOCKET END, SCH 80, ASTM F439; 1-1/2"" x 1-1/2""",0,Finished good,Active,,19,1,,,,NOS,Item,2,100,1,2,Date,,,2025-02-05,,,*,WVO-767427,Push,,,,,2,,1,90,,,,,,,,,None,*,,,
3,WQADNA3009,"TEE EQUAL,CPVC,SOLVENT CEMENT SOCKET END, SCH 80, ASTM F439; 1"" x 1""",0,Finished good,Active,,20,1,,,,NOS,Item,14,100,1,14,Date,,,2025-02-05,,,*,WVO-767427,Push,,,,,14,,1,90,,,,,,,,,None,*,,,
3,WQADNA3008,"TEE EQUAL,CPVC,SOLVENT CEMENT SOCKET END, SCH 80, ASTM F439; 1/2"" x 1/2""",0,Finished good,Active,,21,1,,,,NOS,Item,3,100,1,3,Date,,,2025-02-05,,,*,WVO-767427,Push,,,,,3,,1,90,,,,,,,,,None,*,,,
2,-  W630414N13,INSTRUMENT FITTING CS MOC,1,SOS Dummy,Active,,1,1,,,,LOT,Item,1,100,1,1,Date,,,2025-02-20,,,*,WVO-767998,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WQ1JAA2432,FABRICATON OF INSTRUMENT FITTINGS DRAWING FOR RC12ABDR (CS) PIPE CLASS AS PER DRAWING; WFMNC00079,0,Finished good,Active,,1,1,,,,LOT,Item,1,100,1,1,Date,,,2025-02-20,,,*,WVO-767998,Push,,,,,1,,1,60,,,,,,,,,None,*,,,
3,WQ1JAA2434,PAINTING OF INSTRUMENT FITTINGS DRAWING FOR RC12ABDR (CS) CLASS AS PER DRAWING; WFMNC00079,0,Finished good,Active,,2,1,,,,LOT,Item,1,100,1,1,Date,,,2025-02-20,,,*,WVO-767998,Push,,,,,1,,1,60,,,,,,,,,None,*,,,
3,WQ1JAA2433,FABRICATON OF INSTRUMENT FITTINGS DRAWING FOR RC12ACDR (CS) PIPE CLASS AS PER DRAWING; WFMNC00080,0,Finished good,Active,,3,1,,,,LOT,Item,1,100,1,1,Date,,,2025-02-20,,,*,WVO-767998,Push,,,,,1,,1,60,,,,,,,,,None,*,,,
3,WQ1JAA2435,PAINTING OF INSTRUMENT FITTINGS DRAWING FOR RC12ACDR (CS) PIPE CLASS AS PER DRAWING; WFMNC00080,0,Finished good,Active,,4,1,,,,LOT,Item,1,100,1,1,Date,,,2025-02-20,,,*,WVO-767998,Push,,,,,1,,1,60,,,,,,,,,None,*,,,
2,-  W630414N03,RS12EKDR1_(SS304L 150#) PIPING BOM,1,SOS Dummy,Active,,2,1,,,,LOT,Item,1,100,1,1,Date,,,2025-02-06,,,*,WVO-767465,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WQ1JAA2425,FABRICATION OF PIPING ISOMETRIC FOR RS12EKDR1 (SS304) PIPES AS PER DRAWING; WFMNA01155,0,Finished good,Active,,1,1,,,,SET,Item,1,100,1,1,Date,,,2025-02-06,,,*,WVO-767465,Push,,,,,1,,1,60,,,,,,,,,None,*,,,
2,-  W630414N04,RC12ACDR(CS 150#) PIPING BOM,1,SOS Dummy,Active,,3,1,,,,LOT,Item,1,100,1,1,Date,,,2025-02-07,,,*,WVO-767478,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WQ1JAA2426,FABRICATION OF PIPING ISOMETRIC FOR RS12ACDR (CS) PIPES AS PER DRAWING; WFMNA01156,0,Finished good,Active,,1,1,,,,SET,Item,1,100,1,1,Date,,,2025-02-07,,,*,WVO-767478,Push,,,,,1,,1,60,,,,,,,,,None,*,,,
3,WQ1JAA2424,PAINTING OF PIPING ISOMETRIC FOR RC12ACDR (CS ) PIPES AS PER DRAWING; WFMNA01156,0,Finished good,Active,,2,1,,,,SET,Item,1,100,1,1,Date,,,2025-02-07,,,*,WVO-767478,Push,,,,,1,,1,60,,,,,,,,,None,*,,,
2,-  W630414N05,RC12ABDR(CS 150#) PIPING BOM,1,SOS Dummy,Active,,4,1,,,,LOT,Item,1,100,1,1,Date,,,2025-02-07,,,*,WVO-767494,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WQ1JAA2427,FABRICATION OF PIPING ISOMETRIC FOR RS12ABDR (CS) PIPES AS PER DRAWING; WFMNA01157,0,Finished good,Active,,1,1,,,,SET,Item,1,100,1,1,Date,,,2025-02-07,,,*,WVO-767494,Push,,,,,1,,1,60,,,,,,,,,None,*,,,
3,WQ1JAA2423,PAINTING OF PIPING ISOMETRIC FOR RC12ABDR(CS ) PIPES AS PER DRAWING; WMNA01157,0,Finished good,Active,,2,1,,,,SET,Item,1,100,1,1,Date,,,2025-02-07,,,*,WVO-767494,Push,,,,,1,,1,60,,,,,,,,,None,*,,,
2,-  W630414N06,RS12EAFR (SS316 150#) PIPING BOM,1,SOS Dummy,Active,,5,1,,,,LOT,Item,1,100,1,1,Date,,,2025-02-13,,,*,WVO-767760,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WQ1JAA3597,FABRICATION OF PIPING ISOMETRIC FOR RS12EAFR (SS316) PIPES AS PER DRAWING; WFMNA01160,0,Finished good,Active,,1,1,,,,SET,Item,1,100,1,1,Date,,,2025-02-13,,,*,WVO-767760,Push,,,,,1,,1,60,,,,,,,,,None,*,,,
2,-  W630414N07,HARDWARE & GASKET  BOM FOR CPVC PIPING,1,SOS Dummy,Active,,6,1,,,,LOT,Item,1,100,1,1,Date,,,2025-02-17,,,*,WVO-767869,Push,,,,,1,,1,,,,,,,,,,None,,,,
3,WMA1JA4008,"STUD,2NUT&2WASHER,CARBON STEEL,BLUE ZINC PASSIVATED; SA193,GR.B7/SA194,GR.2H,LATEST EDN,B18.2.2,IS 2016;M12 X 90 LG",0,Finished good,Active,,1,1,,,,NOS,Item,65,100,1,65,Date,,,2025-02-17,,,*,WVO-767869,Push,,,,,65,,1,90,,,,,,,,,None,*,,,
3,WMA1JA4006,"STUD,2NUT&2WASHER,CARBON STEEL,BLUE ZINC PASSIVATED; SA193,GR.B7/SA194,GR.2H,LATEST EDN,B18.2.2,IS 2016;M12 X 80 LG",0,Finished good,Active,,2,1,,,,NOS,Item,20,100,1,20,Date,,,2025-02-17,,,*,WVO-767869,Push,,,,,20,,1,90,,,,,,,,,None,*,,,
3,WMA1JA4010,"STUD,2NUT&2WASHER,CARBON STEEL,BLUE ZINC PASSIVATED; SA193,GR.B7/SA194,GR.2H,LATEST EDN,B18.2.2,IS 2016;M12 X 100 LG",0,Finished good,Active,,3,1,,,,NOS,Item,20,100,1,20,Date,,,2025-02-17,,,*,WVO-767869,Push,,,,,20,,1,90,,,,,,,,,None,*,,,
3,WMA2AA1005,"Gasket, Full Face-Type, Size-40NB, Flange rating - B16.5 #150, Natural Rubber, ANSI B 16.5, Thk.3mm",0,Finished good,Active,,4,1,,,,NOS,Item,5,100,1,5,Date,,,2025-02-17,,,*,WVO-767869,Push,,,,,5,,1,45,,,,,,,,,None,*,,,
